destination,weather,temperature,time,expiration,age,maritalStatus,has_children,education,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,passanger_Alone,passanger_Friend(s),passanger_Kid(s),passanger_Partner,coupon_Bar,coupon_Carry out & Take away,coupon_Coffee House,coupon_Restaurant(20-50),coupon_Restaurant(<20),gender_Female,gender_Male,occupation_Architecture & Engineering,occupation_Arts Design Entertainment Sports & Media,occupation_Building & Grounds Cleaning & Maintenance,occupation_Business & Financial,occupation_Community & Social Services,occupation_Computer & Mathematical,occupation_Construction & Extraction,occupation_Education&Training&Library,occupation_Farming Fishing & Forestry,occupation_Food Preparation & Serving Related,occupation_Healthcare Practitioners & Technical,occupation_Healthcare Support,occupation_Installation Maintenance & Repair,occupation_Legal,occupation_Life Physical Social Science,occupation_Management,occupation_Office & Administrative Support,occupation_Personal Care & Service,occupation_Production Occupations,occupation_Protective Service,occupation_Retired,occupation_Sales & Related,occupation_Student,occupation_Transportation & Material Moving,occupation_Unemployed
2.0,0.0,1,0.0,0.0,1,1.0,1,2.0,3,0.0,0.0,2.0,3.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,1.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,1.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,1.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,2.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,2.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,2.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,2.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,3.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,3.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,1.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1,3.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1,3.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,2,3.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,1,0.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,1,0.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,2,0.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,2,0.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,1,0.0,1.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,1,0.0,0.0,1,0.0,0,4.0,5,0.0,1.0,3.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,1.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,1.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,1.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,2.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,2.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,2.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,2.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,3.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,3.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1,2.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1,2.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1,1.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1,3.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1,3.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,2,3.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.0,1,0.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.0,1,0.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.0,2,0.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.0,2,0.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.0,1,0.0,1.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.0,1,0.0,0.0,6,0.0,0,2.0,1,0.0,3.0,2.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1,2.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,1.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,1.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,2.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,2.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,3.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,1.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,1.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,1.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2,2.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,3.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1,3.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1,3.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,2,3.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,1,0.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,1,0.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,2,0.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,2,0.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,1,0.0,1.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,1,0.0,0.0,6,2.0,1,4.0,6,1.0,2.0,2.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2.0,1.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,1.0,0.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,1.0,1.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,1.0,0.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,2.0,1.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,2.0,0.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,2.0,1.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,2.0,1.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,2,3.0,0.0,1,0.0,0,3.0,1,2.0,1.0,2.0,1.0,2.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
